token,20tokens
bruno,christian:0.25 superman:0.2 modern:0.16666666666666666 straight:0.16666666666666666 closer:0.16666666666666666 friend:0.16666666666666666 throwback:0.14285714285714285 zombie:0.14285714285714285 woman:0.14285714285714285 jesus:0.14285714285714285 kid:0.14285714285714285 romeo:0.14285714285714285 beast:0.14285714285714285 great:0.14285714285714285 gangsta:0.14285714285714285 american:0.14285714285714285 teen:0.14285714285714285 korean:0.125 guy:0.125 girl:0.125 
mar,may:0.3333333333333333 september:0.3333333333333333 nov:0.3333333333333333 november:0.3333333333333333 june:0.3333333333333333 april:0.3333333333333333 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 tune:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 
unorthodox,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
jukebox,machine:0.3333333333333333 trap:0.2 ski:0.16666666666666666 stand:0.16666666666666666 piano:0.14285714285714285 pump:0.14285714285714285 rom:0.14285714285714285 guitar:0.14285714285714285 drum:0.14285714285714285 classic:0.125 bus:0.125 brad:0.125 paisley:0.125 road:0.125 mine:0.125 soundtrack:0.125 pool:0.125 pill:0.125 silk:0.125 gym:0.1111111111111111 
bop,dance:0.25 turn:0.25 spring:0.25 trip:0.25 funk:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 
h,metal:0.3333333333333333 tb:0.25 sb:0.25 stuff:0.25 cd:0.25 la:0.25 water:0.2 pt:0.2 paint:0.16666666666666666 lean:0.14285714285714285 drug:0.14285714285714285 snowflake:0.14285714285714285 coffee:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 people:0.125 
progress,traveling:0.14285714285714285 slow:0.14285714285714285 vibration:0.14285714285714285 graduation:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 piano:0.125 20:0.125 go:0.125 relaxing:0.125 pop:0.125 classic:0.125 beat:0.125 christian:0.125 best:0.125 musical:0.125 
countdown,counting:0.5 work:0.25 study:0.2 worship:0.16666666666666666 adventure:0.16666666666666666 best:0.14285714285714285 fun:0.14285714285714285 dancing:0.14285714285714285 workout:0.14285714285714285 lift:0.14285714285714285 gaming:0.14285714285714285 throw:0.125 congratulation:0.125 making:0.125 drive:0.125 listening:0.125 riding:0.125 volleyball:0.1111111111111111 intro:0.1111111111111111 calming:0.1111111111111111 
romantic,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
shower,classic:0.16666666666666666 paisley:0.16666666666666666 road:0.16666666666666666 mine:0.16666666666666666 pool:0.16666666666666666 pill:0.16666666666666666 silk:0.16666666666666666 gym:0.14285714285714285 dance:0.14285714285714285 trap:0.14285714285714285 rock:0.14285714285714285 power:0.14285714285714285 hotel:0.14285714285714285 paint:0.14285714285714285 movie:0.14285714285714285 machine:0.14285714285714285 house:0.14285714285714285 stone:0.14285714285714285 throwback:0.125 korean:0.125 
sexy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
smile,smiling:1.0 wave:0.2 baby:0.16666666666666666 take:0.16666666666666666 time:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 jam:0.14285714285714285 piano:0.14285714285714285 guy:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 classic:0.14285714285714285 beat:0.14285714285714285 
pill,classic:0.2 paisley:0.2 road:0.2 mine:0.2 pool:0.2 silk:0.2 gym:0.16666666666666666 dance:0.16666666666666666 trap:0.16666666666666666 rock:0.16666666666666666 hotel:0.16666666666666666 paint:0.16666666666666666 movie:0.16666666666666666 machine:0.16666666666666666 house:0.16666666666666666 shower:0.16666666666666666 stone:0.16666666666666666 throwback:0.14285714285714285 ski:0.14285714285714285 bus:0.14285714285714285 
thursday,saturday:0.3333333333333333 friday:0.3333333333333333 sunday:0.2 year:0.16666666666666666 morning:0.16666666666666666 halloween:0.16666666666666666 summer:0.14285714285714285 christmas:0.14285714285714285 spring:0.14285714285714285 fall:0.14285714285714285 birthday:0.14285714285714285 childhood:0.14285714285714285 may:0.125 september:0.125 nov:0.125 november:0.125 holiday:0.125 thanksgiving:0.125 xmas:0.125 mar:0.125 
plane,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
warming,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
great,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
silk,paisley:0.3333333333333333 classic:0.2 road:0.2 mine:0.2 pool:0.2 pill:0.2 gym:0.16666666666666666 dance:0.16666666666666666 trap:0.16666666666666666 rock:0.16666666666666666 hotel:0.16666666666666666 paint:0.16666666666666666 movie:0.16666666666666666 machine:0.16666666666666666 house:0.16666666666666666 shower:0.16666666666666666 stone:0.16666666666666666 throwback:0.14285714285714285 ski:0.14285714285714285 bus:0.14285714285714285 
family,country:0.25 party:0.25 men:0.2 band:0.2 club:0.2 people:0.16666666666666666 school:0.16666666666666666 isi:0.16666666666666666 cast:0.16666666666666666 bop:0.16666666666666666 indie:0.14285714285714285 class:0.14285714285714285 sick:0.14285714285714285 beatles:0.14285714285714285 lost:0.14285714285714285 public:0.14285714285714285 space:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 
hard,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
get,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
josh,guy:0.25 baby:0.2 take:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 jam:0.125 piano:0.125 20:0.125 go:0.125 relaxing:0.125 pop:0.125 classic:0.125 beat:0.125 christian:0.125 best:0.125 musical:0.125 
june,may:0.3333333333333333 september:0.3333333333333333 nov:0.3333333333333333 november:0.3333333333333333 mar:0.3333333333333333 april:0.3333333333333333 year:0.2 morning:0.2 summer:0.16666666666666666 christmas:0.16666666666666666 spring:0.16666666666666666 fall:0.16666666666666666 childhood:0.16666666666666666 holiday:0.14285714285714285 halloween:0.14285714285714285 chill:0.125 go:0.125 day:0.125 saturday:0.125 sunday:0.125 
yes,yea:0.3333333333333333 praise:0.1111111111111111 music:0.1 list:0.1 hi:0.1 update:0.1 tune:0.09090909090909091 people:0.09090909090909091 classical:0.09090909090909091 playlist:0.09090909090909091 vocal:0.09090909090909091 space:0.09090909090909091 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 random:0.08333333333333333 rap:0.08333333333333333 piano:0.08333333333333333 
gangster,punk:0.3333333333333333 liar:0.16666666666666666 modern:0.14285714285714285 straight:0.14285714285714285 closer:0.14285714285714285 friend:0.14285714285714285 throwback:0.125 christian:0.125 zombie:0.125 woman:0.125 superman:0.125 jesus:0.125 kid:0.125 romeo:0.125 beast:0.125 great:0.125 gangsta:0.125 american:0.125 teen:0.125 korean:0.1111111111111111 
kick,hit:0.3333333333333333 throw:0.3333333333333333 lift:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 bus:0.2 musical:0.2 
whatever,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
middle,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
update,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
gangsta,modern:0.25 straight:0.25 closer:0.25 friend:0.25 throwback:0.2 christian:0.2 zombie:0.2 woman:0.2 superman:0.2 jesus:0.2 kid:0.2 romeo:0.2 beast:0.2 great:0.2 american:0.2 teen:0.2 korean:0.16666666666666666 guy:0.16666666666666666 girl:0.16666666666666666 drug:0.16666666666666666 
birthday,halloween:0.25 year:0.16666666666666666 morning:0.16666666666666666 thanksgiving:0.16666666666666666 xmas:0.16666666666666666 summer:0.14285714285714285 christmas:0.14285714285714285 spring:0.14285714285714285 fall:0.14285714285714285 saturday:0.14285714285714285 sunday:0.14285714285714285 thursday:0.14285714285714285 childhood:0.14285714285714285 friday:0.14285714285714285 may:0.125 september:0.125 nov:0.125 november:0.125 holiday:0.125 mar:0.125 
mellow,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
american,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
teen,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
invincible,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
bethel,hotel:0.25 house:0.25 classic:0.14285714285714285 paisley:0.14285714285714285 office:0.14285714285714285 john:0.14285714285714285 road:0.14285714285714285 mine:0.14285714285714285 pool:0.14285714285714285 bedroom:0.14285714285714285 pill:0.14285714285714285 silk:0.14285714285714285 gym:0.125 dance:0.125 trap:0.125 rock:0.125 camp:0.125 paint:0.125 movie:0.125 machine:0.125 
moonlight,sunshine:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 
hell,top:0.3333333333333333 side:0.3333333333333333 track:0.2 beat:0.16666666666666666 fireside:0.16666666666666666 beach:0.16666666666666666 post:0.16666666666666666 holy:0.16666666666666666 island:0.16666666666666666 hangout:0.16666666666666666 middle:0.16666666666666666 motown:0.14285714285714285 rock:0.14285714285714285 kobe:0.14285714285714285 santos:0.14285714285714285 stone:0.14285714285714285 throwback:0.125 korean:0.125 melancholy:0.125 running:0.125 
yea,yes:0.3333333333333333 praise:0.1111111111111111 music:0.1 list:0.1 hi:0.1 update:0.1 tune:0.09090909090909091 people:0.09090909090909091 classical:0.09090909090909091 playlist:0.09090909090909091 vocal:0.09090909090909091 space:0.09090909090909091 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 random:0.08333333333333333 rap:0.08333333333333333 piano:0.08333333333333333 
trill,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
bike,car:0.3333333333333333 go:0.25 electric:0.25 ski:0.2 ride:0.2 fall:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 classic:0.16666666666666666 beat:0.16666666666666666 christian:0.16666666666666666 best:0.16666666666666666 
kickback,lean:0.1 people:0.09090909090909091 stuff:0.09090909090909091 alt:0.09090909090909091 space:0.09090909090909091 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 random:0.08333333333333333 piano:0.08333333333333333 20:0.08333333333333333 go:0.08333333333333333 relaxing:0.08333333333333333 pop:0.08333333333333333 classic:0.08333333333333333 beat:0.08333333333333333 music:0.08333333333333333 christian:0.08333333333333333 
april,may:0.3333333333333333 september:0.3333333333333333 nov:0.3333333333333333 november:0.3333333333333333 mar:0.3333333333333333 june:0.3333333333333333 year:0.2 morning:0.2 summer:0.16666666666666666 christmas:0.16666666666666666 spring:0.16666666666666666 fall:0.16666666666666666 childhood:0.16666666666666666 holiday:0.14285714285714285 halloween:0.14285714285714285 chill:0.125 go:0.125 day:0.125 saturday:0.125 sunday:0.125 
roll,turn:0.5 dance:0.25 spring:0.25 trip:0.25 funk:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 
sunshine,moonlight:0.3333333333333333 energy:0.16666666666666666 cloud:0.125 voltage:0.1111111111111111 current:0.1111111111111111 rain:0.09090909090909091 warming:0.07692307692307693 throwback:0.07142857142857142 korean:0.07142857142857142 melancholy:0.07142857142857142 running:0.07142857142857142 good:0.07142857142857142 random:0.07142857142857142 piano:0.07142857142857142 20:0.07142857142857142 go:0.07142857142857142 relaxing:0.07142857142857142 pop:0.07142857142857142 classic:0.07142857142857142 beat:0.07142857142857142 
golden,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
french,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
young,beast:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
funk,dance:0.3333333333333333 turn:0.3333333333333333 spring:0.3333333333333333 trip:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 classic:0.25 beat:0.25 christian:0.25 best:0.25 musical:0.25 
public,people:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
drum,piano:0.3333333333333333 beep:0.3333333333333333 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 
stretching,traveling:0.14285714285714285 vibration:0.14285714285714285 snowboarding:0.125 hit:0.1111111111111111 ride:0.1111111111111111 throw:0.1111111111111111 congratulation:0.1111111111111111 making:0.1111111111111111 work:0.1111111111111111 drive:0.1111111111111111 worship:0.1111111111111111 trip:0.1111111111111111 graduation:0.1111111111111111 progress:0.1111111111111111 kick:0.1111111111111111 best:0.1 fun:0.1 intro:0.1 dancing:0.1 calming:0.1 
tranquility,space:0.14285714285714285 power:0.125 concentration:0.125 mode:0.125 vibe:0.1111111111111111 people:0.1111111111111111 old:0.1111111111111111 high:0.1111111111111111 dark:0.1111111111111111 atmosphere:0.1111111111111111 life:0.1111111111111111 mood:0.1111111111111111 today:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 piano:0.1 
la,metal:0.5 tb:0.3333333333333333 sb:0.3333333333333333 cd:0.3333333333333333 h:0.25 pt:0.25 stuff:0.2 paint:0.14285714285714285 lean:0.125 drug:0.125 snowflake:0.125 coffee:0.125 water:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 people:0.1111111111111111 
france,rus:0.25 motown:0.14285714285714285 cali:0.14285714285714285 nc:0.14285714285714285 california:0.14285714285714285 ok:0.14285714285714285 florence:0.14285714285714285 kobe:0.14285714285714285 santos:0.14285714285714285 portland:0.14285714285714285 fireside:0.125 hangout:0.125 middle:0.125 top:0.1111111111111111 side:0.1111111111111111 track:0.1111111111111111 hell:0.1111111111111111 beat:0.1 beach:0.1 post:0.1 
mi,bump:0.16666666666666666 sleep:0.14285714285714285 atmosphere:0.125 raw:0.1111111111111111 dark:0.1 life:0.1 mood:0.1 space:0.1 funk:0.1 melancholy:0.09090909090909091 aaa:0.09090909090909091 power:0.09090909090909091 love:0.09090909090909091 concentration:0.09090909090909091 mode:0.09090909090909091 vibe:0.08333333333333333 angst:0.08333333333333333 people:0.08333333333333333 old:0.08333333333333333 high:0.08333333333333333 
stone,rock:1.0 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 
tree,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
water,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 tune:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 classic:0.2 beat:0.2 christian:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 
broken,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
childhood,year:0.25 morning:0.25 summer:0.2 christmas:0.2 spring:0.2 fall:0.2 may:0.16666666666666666 september:0.16666666666666666 nov:0.16666666666666666 november:0.16666666666666666 holiday:0.16666666666666666 halloween:0.16666666666666666 mar:0.16666666666666666 june:0.16666666666666666 april:0.16666666666666666 chill:0.14285714285714285 go:0.14285714285714285 day:0.14285714285714285 saturday:0.14285714285714285 sunday:0.14285714285714285 
pt,metal:0.3333333333333333 tb:0.25 sb:0.25 cd:0.25 la:0.25 h:0.2 stuff:0.16666666666666666 paint:0.125 lean:0.1111111111111111 drug:0.1111111111111111 snowflake:0.1111111111111111 coffee:0.1111111111111111 water:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 people:0.1 
friday,saturday:0.3333333333333333 thursday:0.3333333333333333 sunday:0.2 year:0.16666666666666666 morning:0.16666666666666666 halloween:0.16666666666666666 summer:0.14285714285714285 christmas:0.14285714285714285 spring:0.14285714285714285 fall:0.14285714285714285 birthday:0.14285714285714285 childhood:0.14285714285714285 may:0.125 september:0.125 nov:0.125 november:0.125 holiday:0.125 thanksgiving:0.125 xmas:0.125 mar:0.125 
gold,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 classic:0.3333333333333333 beat:0.3333333333333333 christian:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
